full_name,surname,name,ug_degree,ug_institution,ug_grad_year,ug_subjects,m_degree,m_institution,m_grad_year,d_degree,d_institution,d_grad_year,d_subjects,current_position,dataTXT,us_state,country,coordinate location,latitude,longitude,pos_year,science,science1,science_icon,science2,science3,science4,science5,major_career
"Browne, Jennie Nicholson",Browne,Jennie Nicholson,AB,Bryn Mawr College,1898,Chemistry and Biology; MD Woman's Medical  1902 Lecturer on Physiology Woman's Medical of Baltimore 189899; Student and Adjunct Professor 1899-1902; Professor of Physiology Woman's Medical 1902-07; Medical Examiner for Catholic Women's Benevolent Legion 1903-19; Physician to Catholic Women's Sick Benefit Association 1904-11; President of the Alumna Association of the Woman's Medical 1904-05; Physician to the Supervisors of City Charities for the South Baltimore District 1903 ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¦ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â¹ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã‚Â¡ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¼ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â£ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã‚Â¡ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¸ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã‚Â¡ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â·; Medical Examiner for the Ladies of the Maccabees 1906-15; Visiting Physician to the House of the Good Shepherd and the Industrial Home 1916 and Obstetrician for the Mothers' Relief Society 1915-18; Physician 1902,NA,NA,NA,NA,NA,NA,NA,Physician,"Baltimore, MD",Maryland,United States of America,"39.290385, -76.612189",39.290385,-76.612189,1902,"biology, chemistry, physiology",biology,interdisciplinary,chemistry,physiology,NA,NA,major
"Brownell, Eleanor Olivia",Brownell,Eleanor Olivia,AB,Bryn Mawr College,1897,English and Latin Graduate Student in English Columbia University 1898-99 and Tutor in English Literature and Latin 1898-1904; Inspector of Public Schools Borough of Manhattan 1900-02; Member of the Local School Board Borough of Manhattan 1902-06; Student Secretary for the Y W C A of the States of New York and New Jersey 1905-06 and State Secretary 1906-08; Head of New School Utica and Teacher of Mathematics and Bible History 1908-11; Assistant Principal the Shipley School Bryn Mawr 1911-13 Associate Principal 1913-16 and Principal 1916,NA,NA,NA,NA,NA,NA,NA,Assistant Principal the Shipley School Bryn Mawr  Associate Principal  and Principal,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1916,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Brusstar, Margaret Elizabeth",Brusstar,Margaret Elizabeth,AB,Bryn Mawr College,1903,Latin and Mathematics Teacher of Latin and Mathematics in Miss Gleim's School Pittsburgh Pa 1903-04; Graduate Student Bryn Mawr 190607 1908-09; Graduate Scholar in Mathematics 1907-08; Fellow in Mathematics 1910- 11 Mary E Garrett European Fellow and Student LTniversity of Gottingen 1911- 12; Head of Department of Mathematics in the Shipley School Bryn Mawr Pa 1908- 10 1912-18; Bond Saleswoman Manager Women's Department Bonbright & Co Philadelphia 1918,NA,NA,NA,NA,NA,NA,NA,Bond Saleswoman Manager Women's Department Bonbright & Co Philadelphia,Philadelphia,Pennsylvania,United States of America,"39.953055555556,-75.163333333333",39.95305556,-75.16333333,1918,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Buchanan, Margaret",Buchanan,Margaret,AB,University of West Virginia,1906,NA,NA,NA,NA,NA,NA,NA,NA,President's European Fellow and Graduate Scholar in Mathematics Bryn Mawr College,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1920,mathematics,mathematics,mathematics,NA,NA,NA,NA,career
"Bunting, Martha",Bunting,Martha,NA,NA,NA,NA,NA,NA,NA,PhD,Bryn Mawr College,1895,Physiology and Zoology; University of Pennsylvania,Research Assistant Dermatological Research Laboratories Philadelphia,Philadelphia,Pennsylvania,United States of America,"39.953055555556,-75.163333333333",39.95305556,-75.16333333,1919,"physiology, zoology",physiology,interdisciplinary,zoology,NA,NA,NA,major
"Burnley, Mary Cloy",Burnley,Mary Cloy,AB,Woman's College of Baltimore,1897,NA,AM,Woman's College of Baltimore,1899,NA,NA,NA,NA,Research Fellow in Chemistry Bryn Mawr College,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1909,chemistry,chemistry,chemistry,NA,NA,NA,NA,career
"Byrnes, Esther Fussell",Byrnes,Esther Fussell,AB,Bryn Mawr College,1891,Chemistry and Biology,AM,Bryn Mawr College,1894,PhD,Bryn Mawr College,1898,Morphology and Physiology Assistant in Biological Laboratory Vassar,Teacher of Biology in the Girls' High School Brooklyn,Brooklyn,New York,United States of America,"40.692777777778,-73.990277777778",40.69277778,-73.99027778,1897,"biology, chemistry, physiology, morphology",biology,interdisciplinary,chemistry,physiology,morphology,NA,both
"Cadbury, Hannah Arner",Cadbury,Hannah Arner,AB,Bryn Mawr College,1896,History and Political Science Delineator in Pathology 1898-1903; Teacher of Physiology in_ Rliss Rlary E Stevens's School Germantown Pliiladelphia 1902 3; Friendly Visitor for the Society for Organizing Charity 1904-07 Lecturer for the Peace Association of Friends of Philadelphia 190407 and Secretary 190509; Editor 1908-17; Social and Red Cross Worker 1915  Rlarried 1910 Mr R6 Pyle,NA,NA,NA,NA,NA,NA,NA,Social and Red Cross Worker,"West Grove, PA",Pennsylvania,United States of America,"39.822054, -75.827441",39.822054,-75.827441,1910,"pathology, physiology",pathology,interdisciplinary,physiology,NA,NA,NA,major
"Cam, Norah",Cam,Norah,AB,Bryn Mawr College,1912,Mathematics and Physics and,AM,NA,1913,NA,NA,NA,NA,Worker in Aeroplane Engine Factory in Scotland,Scotland,Scotland,United Kingdom,"32.0486,-82.8181",32.0486,-82.8181,1918,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Campbell, Grace Bowditch",Campbell,Grace Bowditch,AB,Bryn Mawr College,1900,History and Political Science Teacher of History and Mathematics in Miss Eaton's and Miss Wilson's Recitation Classes New York City 1900-06; Teacher of History in the Brearley School New York City 1906-08 and Graduate Student Columbia University 1906-07 Married 1908 Mr Sydney Gorham Babson Two sons one daughter,NA,NA,NA,NA,NA,NA,NA,Teacher of History in the Brearley School New York City  and Graduate Student Columbia University,Columbia University,New York,United States of America,"40.8075,-73.961944444444",40.8075,-73.96194444,1907,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Canan, Mary Hilda",Canan,Mary Hilda,AB,Bryn Mawr College,1904,Mathematics and Chemistry Red Cross Work 1917-19 Married 1906 Mr Samuel Matthews Vauclain Jr (f 1913) Two daughters,NA,NA,NA,NA,NA,NA,NA,Red Cross Work,"Burnham, PA",Pennsylvania,United States of America,"40.638682, -77.568605",40.638682,-77.568605,1919,"chemistry, mathematics",chemistry,interdisciplinary,mathematics,NA,NA,NA,major
"Cannon, Mary Antoinette",Cannon,Mary Antoinette,AB,Bryn Mawr College,1907,Chemistry and Biology Worker in Social Service Department Massachusetts General Hospital 1907-09; Social Worker in Outdoor School Boston Mass 1909-10; Teacher in the High School Deposit N Y 1913-15; Graduate Student Columbia University 1915- 16 and AM 1916; Agent for Dependent Children Newburgh N Y July-Dee 1916; Director Social Service Department University Hospital Philadelphia 1916,AM,NA,1916,NA,NA,NA,NA,ExecutiveSecretary American Association of Hospital Social Workers,Philadelphia,Pennsylvania,United States of America,"39.952584, -75.165222
",39.952584,-75.165222,1919,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Carey, Frances King",Carey,Frances King,AB,Bryn Mawr College,1912,Greek and Latin Student of Chemistry at the Maryland State Board of Health 1911-12,NA,NA,NA,NA,NA,NA,NA,Student of Chemistry at the Maryland State Board of Health,Maryland,Maryland,United States of America,"39,-76.7",39,-76.7,1912,chemistry,chemistry,chemistry,NA,NA,NA,NA,both
"Case, Adelaide Teaove",Case,Adelaide Teaove,AB,Bryn Mawr College,1908,Mathematics and Philosophy Teacher of Latin and Mathematics in St Faith's School Poughkeepsie 1908-09; Graduate Student Columbia University 1910-11 1918-20; AM 1919 Volunteer Church Worker 1911-14; Librarian Church Missions House New York City 1914-16; Instructor in Religious Education New York Training School for Deaconesses 1917,AM,NA,1919,NA,NA,NA,NA,Assistant in Religious Education Teachers' Columbia University,Columbia University,New York,United States of America,"40.8075,-73.961944444444",40.8075,-73.96194444,1919,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Cbawfobd, Habbiet Jean",Cbawfobd,Habbiet Jean,AB,Bryn Mawr College,1902,Mathematics and Physics Recording Secretary of the Needlework Guild of America 1905- 13; Chairman of Sectional School Board 35th Ward Philadelphia 1910-15 and Warden of Rockefeller Hall Bryn Mawr 1907-11; Superintendent of the  Club of Philadelphia 1915-16; Junior Bursar Bryn Mawr 1916,NA,NA,NA,NA,NA,NA,NA,Junior Bursar Bryn Mawr,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1916,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Chadbourne, Emily Roxana",Chadbourne,Emily Roxana,AB,Bryn Mawr College,1919,Mathematics and Physics,NA,NA,NA,NA,NA,NA,NA,NA,"Waban, MA",Massachusetts,United States of America,"42.327022, -71.230994",42.327022,-71.230994,1919,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Chamberlain, Mary Mitchell",Chamberlain,Mary Mitchell,AB,Bryn Mawr College,1915,Chemistry and Biology Special University Fellow in Medical Sciences University of Pennsylvania 1915- 16; Assistant of the Rockefeller Institute at Wood's Hole Mass summer 1916; Graduate Student Rutgers 1916-18;,NA,NA,NA,PhD,Rutgers,1918,NA,Instructor in Chemistry New Jersey for Women New Brunswick,New Brunswick,New Jersey,United States of America,"40.486666666667,-74.444444444444",40.48666667,-74.44444444,1919,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,both
"Chapin, Helen Burwell",Chapin,Helen Burwell,AB,Bryn Mawr College,1915,Chemistry and Biology Head of Play Department Penn Publishing Company Philadelphia 1915-17; Assistant in the Museum of Fine Arts Boston Mass 1917,NA,NA,NA,NA,NA,NA,NA,Assistant in the Museum of Fine Arts Boston Mass,Museum of Fine Arts Boston,Massachusetts,United States of America,"42.339166666667,-71.094166666667",42.33916667,-71.09416667,1917,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Chase, Bertha Poole",Chase,Bertha Poole,AB,Bryn Mawr College,1899,Greek and Latin Teacher of Latin and Mathematics in the High School Braintree Mass 1899-1900 and Teacher of Greek and Latin 1900-01; Teacher of Mathematics and English English High School Somerville Mass 1901-04; Red Cross and Liberty Loan Worker 1917  Married 1904 Mr John Hudson Hollis Three sons one daughter,NA,NA,NA,NA,NA,NA,NA,Red Cross and Liberty Loan Worker,"Lynn, MA",Massachusetts,United States of America,"42.466763, -70.949494",42.466763,-70.949494,1917,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Chase, Ethel Bird",Chase,Ethel Bird,AB,Bryn Mawr College,1910,Economics and Politics and Philosophy Instructor in Mathematics and German in Miss Madeira's School Washington 1910-12 Married 1913 Mr Benjamin Franklin Keith (t 1914); 1915 Dr George DeWolfe Kirkpatriek,NA,NA,NA,NA,NA,NA,NA,Instructor in Mathematics and German in Miss Madeira's School Washington,"Washington, D.C.",Washington,United States of America,"38.895,-77.036666666667",38.895,-77.03666667,1915,mathematics,mathematics,mathematics,NA,NA,NA,NA,both
"Child, Edith",Child,Edith,AB,Bryn Mawr College,1890,Greek and Mathematics Teacher of Latin and Mathematics in Miss Case and Miss Hallowell's School Philadelphia 1891-98; Associate Principal Miss Case and Miss Child's School Philadelphia 1898-1904; Principal of Miss Child's Preparatory Class for Girls Philadelphia 1904-07; Treasurer of Bryn Mawr Club of New York City 1909-17; Private Secretary 1913-19,NA,NA,NA,NA,NA,NA,NA,Private Secretary,"Asheville, N. C.",North Carolina,United States of America,"35.595058, -82.551487",35.595058,-82.551487,1919,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Child, Florence Chapman",Child,Florence Chapman,AB,Bryn Mawr College,1905,Chemistry and Biology; MD Johns Hopkins University 1909 Student Johns Hopkins University Medical Department 1905-09; Interne Syracuse Hospital for Women and Children 1909-10; Interne Babies' Hospital New York City 1911; School Medical Inspector 1913-15; Practicing Physician Philadelphia 1912- 17; Medical Inspector Division of Child Hygiene Bureau of Health Department of Public Health and Charities 1915-17; Chief of Children's Clinic of Jewish Hospital Dispensary 1914-17; Kensington Dispensary for Treatment of Tuberculosis 1913-17; Physician in Pediatric Unit Children's Bureau A R C Evian-les-Bains France 1917- 18; Practicing Physician in Germantown 1918,NA,NA,NA,NA,NA,NA,NA,Practicing Physician in Germantown,Germantown,Pennsylvania,United States of America,"40.043611111111,-75.181944444444",40.04361111,-75.18194444,1918,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Childs, Marjorie",Childs,Marjorie,AB,Bryn Mawr College,1914,Mathematics and Physics Teacher in Norristown Academy 1916- 18; Junior Confidential Assistant War Trade Board Washington D C 1918-19; Home Service Secretary Norristown Branch A R C 1919,NA,NA,NA,NA,NA,NA,NA,Home Service Secretary Norristown Branch A R C,"Norristown, PA",Pennsylvania,United States of America,"40.121497, -75.339905",40.121497,-75.339905,1919,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Claflin, Edith Frances",Claflin,Edith Frances,AB,Radcliffe College,1897,NA,NA,NA,NA,PhD,Bryn Mawr College,1906,Greek and Latin Graduate Scholar in Greek and Latin Bryn Mawr,Tutor in Greek Latin and Mathematics Rosemary Hall Greenwich Connecticut,Rosemary Hall,Connecticut,United States of America,"41.0375,-73.636667",41.0375,-73.636667,1916,mathematics,mathematics,mathematics,NA,NA,NA,NA,career
"Clapp, Amy Lilley",Clapp,Amy Lilley,AB,Bryn Mawr College,1904,Matluatics and Physics; tor in Physics Mt Holyoke 190507; Teacher of M'athematics in the Girls' High School Philadelphia 190705 in the Wiliam lYnn High School Philadelphia 1915- 16 and Head of Department of hlatheraatics in the South Phil'adelphia High School fOr Girls 1916,AM,University of Pennsylvania,1916,NA,NA,NA,NA,Teacher of Mathematics in the Girls' High School Philadelphia in the William Penn High School Philadelphia   and Head of Department of Mathematics in the South Philadelphia High School for Girls,Philadelphia,Pennsylvania,United States of America,"39.953055555556,-75.163333333333",39.95305556,-75.16333333,1916,physics,physics,physics,NA,NA,NA,NA,major
"Clark, Elizabeth Estelle",Clark,Elizabeth Estelle,AB,Bryn Mawr College,1907,Chemistry and Biology; MD Woman's Medical 1912 Student Woman's Medical of Pennsylvania 1907-09; Research Worker for the Carnegie Institute under Dr Reichert Univeraity of Pennsylvania and Assistant Demonstrator in the Laboratory of Physio'logy Woman's Medical of Pennsylvania 1908- 13 and Assistant Demonstrator of Anatomy 1912-13; Research Woiker for Carnegie Foundation under Dr Reichert 1914-15,NA,NA,NA,NA,NA,NA,NA,Research Woiker for Carnegie Foundation under Dr Reichert,Carnegie Foundation for the Advancement of Teaching,Pennsylvania,United States of America,"40.442808, -79.943013",40.442808,-79.943013,1915,"biology, chemistry, anatomy",biology,interdisciplinary,chemistry,anatomy,NA,NA,major
"Clarke, Susan Bowell",Clarke,Susan Bowell,AB,Bryn Mawr College,1901,Alathematics and Chemistry Graduate Student Simmons 190405; Teacher of Mathematics in St Agnes's Sc-hool Albany N Y 1900-07; Graduate student University of Chicago 1907-08; Teacher of English at ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â³Zur ManeggÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â´ ZUrich 1911-10,NA,NA,NA,NA,NA,NA,NA,"Teacher of English at Zur Manegg, Zurich",Zurich,NA,Switzerland,"47.378611111111,8.54",47.37861111,8.54,1910,"chemistry, mathematics",chemistry,interdisciplinary,mathematics,NA,NA,NA,major
"Clifton, Jessie Aailliaais",Clifton,Jessie Aailliaais,AB,Bryn Mawr College,1911,Mathematics and Chemistry Demonstrator in Chemistry Bryn Mawr 1911-12; Secretary Recorder's Office University of Pennsylvania 1914,NA,NA,NA,NA,NA,NA,NA,Secretary Recorder's Office University of Pennsylvania,University of Pennsylvania,Pennsylvania,United States of America,"39.953885,-75.193048",39.953885,-75.193048,1914,"chemistry, mathematics",chemistry,interdisciplinary,mathematics,NA,NA,NA,major
"Clinton, Ethel",Clinton,Ethel,AB,Bryn Mawr College,1902,Mathematics and Chemistry Teacher of English and Science Rosemary Hall Greenwich Conn 1902-06 Married 1906 Dr Nelson Gorham Russell Lt-Colonel Med Corps Two sons one daughter,NA,NA,NA,NA,NA,NA,NA,Teacher of English and Science Rosemary Hall Greenwich Connecticut,Rosemary Hall,Connecticut,United States of America,"41.0375,-73.636667",41.0375,-73.636667,1906,"chemistry, mathematics",chemistry,interdisciplinary,mathematics,NA,NA,NA,major
"Coale, Helen Cecilia",Coale,Helen Cecilia,AB,Bryn Mawr College,1889,Chemistry and Biology Writer for Magazines 1911-13 Married 1890 Professor Henry Crew Two daughters one son,NA,NA,NA,NA,NA,NA,NA,Writer for Magazines,"Evanston, IL",Illinois,United States of America,"42.045072, -87.687697",42.045072,-87.687697,1913,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Cobb, Margaret Cameron",Cobb,Margaret Cameron,AB,North Carolina Normal and Industrial College,1912,NA,NA,NA,NA,NA,NA,NA,NA,Instructor in Geology Mount Holyoke College,Mount Holyoke College,Massachusetts,United States of America,"42.255586,-72.574503",42.255586,-72.574503,1919,geology,geology,geology,NA,NA,NA,NA,career
"Cochran, Fanny Travis",Cochran,Fanny Travis,AB,Bryn Mawr College,1904,Chemistry and Biology Graduate Student Bryn Majvr  First Semester 1904-05; Member of Executive Committee of Philadelphia  Settlement and Director of Philadelphia Branch of the Consumers' League of Pennsylvania 1905-07; President of Philadelphia Branch of Equal Suffrage League of Pennsylvania 1908-09; Chairman of the Industrial Betterment Bureau of the Consumers' League of Eastern Pennsylvania 1910-15; Recording Secretary Philadelphia Women's Trade Union League 1916-19,NA,NA,NA,NA,NA,NA,NA,Recording Secretary Philadelphia Women's Trade Union League,Philadelphia,Pennsylvania,United States of America,"39.953055555556,-75.163333333333",39.95305556,-75.16333333,1919,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
